"","Wi-1","Wi-2","Wi-3","HiN-1","H11-2","H11-3","hgnc_symbol"
"ENSG00000236935",0.843197106002269,6.94786969522793,4.40886871367365,0,0.942035137432556,1.03831252087697,"LOC102723878"
"ENSG00000168071",279.941439192753,167.906850968008,378.060492197516,302.576800760055,157.319867951237,272.037880469765,"CCDC88B"
"ENSG00000162302",337.278842400908,305.706266590029,426.558048047926,476.787686046148,467.249428166548,498.390010020944,"RPS6KA4"
"ENSG00000231680",0.843197106002269,4.63191313015195,1.10221717841841,5.50139637745555,10.3623865117581,3.1149375626309,"LINC02723"
"ENSG00000181908",0,1.15797828253799,12.1243889626025,4.58449698121296,8.478316236893,2.07662504175393,"LINC02724"
"ENSG00000168065",1.68639421200454,4.63191313015195,9.91995460576572,5.50139637745555,0.942035137432556,3.1149375626309,"SLC22A11"
"ENSG00000110076",267.293482602719,272.124896396427,296.496420994553,248.479736381742,198.769413998269,233.620317197318,"NRXN2"
"ENSG00000237410",1.68639421200454,1.15797828253799,0,2.75069818872778,0,2.07662504175393,NA
"ENSG00000068831",258.861511542697,531.512031684936,580.868453026504,365.842859100794,381.524230660185,383.137320203601,"RASGRP2"
"ENSG00000068976",403.048216669085,411.082290300986,249.101082322561,245.729038193015,196.885343723404,220.122254425917,"PYGM"
"ENSG00000168066",8289.47074910831,9137.60662750726,4672.29861931565,7055.54085408674,7268.7431204296,7167.4713316137,"SF1"
"ENSG00000269038",3.37278842400908,2.31595656507598,3.30665153525524,6.41829577369814,7.53628109946045,6.2298751252618,NA
"ENSG00000168067",628.181843971691,707.52473063071,567.641846885483,628.992985822418,666.96087730225,611.566074796534,"MAP4K2"
"ENSG00000133895",1395.49121043376,1442.84094004233,1300.61627053373,1511.96710440403,1602.40176877278,1781.74428582488,"MEN1"
"ENSG00000171219",333.906053976899,221.173851964756,596.299493524361,479.538384234876,320.291946727069,527.462760605499,"CDC42BPG"
"ENSG00000110047",838.137923366256,822.164580601971,867.444919415291,1092.02718092493,1302.83459506922,1596.92465710878,"EHD1"
"ENSG00000110046",682.146458755836,473.613117558037,742.89437825401,739.020913371529,572.757363558994,963.554019373825,"ATG2A"
"ENSG00000068971",121.420383264327,164.432916120394,187.37692033113,152.20529977627,181.812781524483,188.972878799608,"PPP2R5B"
"ENSG00000149735",25.2959131800681,20.8436090856838,5.51108589209206,14.6703903398815,18.8407027486511,8.30650016701574,"GPHA2"
"ENSG00000168062",53.9646147841452,72.9526317998932,47.3953386719918,70.6012535106796,43.3336163218976,66.4520013361259,"BATF2"
"ENSG00000213465",2733.64501765936,4623.80728217418,1816.45391003354,2516.88884268591,3179.36858883488,2015.36460302219,"ARL2"
"ENSG00000110025",14.3343508020386,10.4218045428419,14.3288233194394,17.4210885286092,4.71017568716278,13.4980627714006,"SNX15"
"ENSG00000168061",432.560115379164,532.670009967474,425.455830869507,478.621484838633,626.45336639265,590.799824378994,"SAC3D1"
"ENSG00000168060",37.1006726640999,49.7930661491335,58.4175104561759,37.5928752459463,21.6668081609488,17.6513128549084,"NAALADL1"
"ENSG00000146670",2841.57424722765,2724.72289881188,2200.02548812315,2463.70867770384,2827.98948257253,2980.99524743777,"CDCA5"
"ENSG00000162300",247.899949164667,194.540351466382,137.777147302302,195.299571399672,195.943308585972,159.900128215053,"ZFPL1"
"ENSG00000187066",5.05918263601362,13.8957393904559,17.6354748546946,21.0886861135796,6.59424596202789,10.3831252087697,"TMEM262"
"ENSG00000149823",2668.71884049718,2392.38313172348,1766.85413700472,2467.37627528882,2466.24798979843,2664.3099285703,"VPS51"
"ENSG00000254501",7.58877395402043,12.7377611079179,4.40886871367365,8.25209456618333,11.3044216491907,10.3831252087697,NA
"ENSG00000149809",1010.99333009672,1499.58187588669,860.83161634478,1080.10748877377,1056.02138906189,1071.53852154503,"TM7SF2"
"ENSG00000174276",355.829178732958,472.455139275499,259.021036928327,355.756965742126,466.307393029115,420.516570955172,"ZNHIT2"
"ENSG00000278952",10.1183652720272,4.63191313015195,1.10221717841841,3.66759758497037,1.88407027486511,8.30650016701574,NA
"ENSG00000149806",5936.10762625598,8391.8686135528,4859.67553964678,4953.09053850248,7248.01834740608,6050.24705915009,"FAU"
"ENSG00000162298",579.276411823559,664.679534176805,661.330307051048,839.879846958214,739.497582884556,865.952642411391,"SYVN1"
"ENSG00000149792",1536.30512713614,1565.58663799136,1231.17658829337,1274.4901607772,1415.87881156113,1442.21609149811,"MRPL49"
"ENSG00000204710",11.8047594840318,15.0537176729938,2.20443435683683,7.33519516994074,7.53628109946045,1.03831252087697,"SPDYC"
"ENSG00000255200",1.68639421200454,6.94786969522793,16.5332576762762,3.66759758497037,7.53628109946045,6.2298751252618,NA
"ENSG00000254614",69.9853597981884,57.8989141268994,87.0751570950546,83.4378450580759,72.5367055823068,88.2565642745422,"CAPN1-AS1"
"ENSG00000014216",5878.77022304782,5139.10761790359,4178.5053233842,4201.23303358356,4450.17398923139,5153.14504111239,"CAPN1"
"ENSG00000197847",59.0237974201589,62.5308272570513,82.666288381381,36.6759758497037,43.3336163218976,36.3409382306939,"SLC22A20P"
"ENSG00000014138",1045.56441144281,980.807605309676,904.920303481517,912.314899261379,956.165664494044,1069.46189650328,"POLA2"
"ENSG00000149798",204.896896758551,409.924312018448,212.727915434754,313.579593514966,439.930409181004,511.888072792345,"CDC42EP2"
"ENSG00000133884",2068.36250102357,2501.23309028205,2014.85300214886,1756.77924320081,2420.08826806424,1921.91647614327,"DPF2"
